id;text;is_correct;gearsurveyquestion_id
487;Si, y cuenta con las evidencias:;FALSE;97
488;No;FALSE;97
489;No tiene conocimiento;FALSE;97
490;Tiene actualizado el catálogo de sistemas de información;FALSE;98
491;Definió e implementó una metodología de referencia para el desarrollo de software o sistemas de información;FALSE;98
492;Incluyó características en sus sistemas de información que permitan la apertura de sus datos de forma automática y segura;FALSE;98
493;Documentó o actualizó la arquitectura de sistemas de información o de soluciones de toda la entidad;FALSE;98
494;Incorporó dentro de los contratos de desarrollo de sus sistemas de información, cláusulas que obliguen a realizar transferencia de derechos de autor a su favor;FALSE;98
495;Implementó funcionalidades de trazabilidad, auditoría de transacciones o acciones para el registro de eventos de creación, actualización, modificación o borrado de información;FALSE;98
496;Cuenta con la documentación técnica y funcional debidamente actualizada, para cada uno de los sistemas de información;FALSE;98
497;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;98
498;Ninguna de las anteriores;FALSE;98
499;Definió un esquema de mantenimiento/soporte a los sistemas de información incluyendo si estos son mantenidos por terceros;FALSE;99
500;Implementó un esquema de mantenimiento/soporte a los sistemas de información incluyendo si estos son;FALSE;99
501;mantenidos por terceros;FALSE;99
502;Estableció criterios de aceptación y definió Acuerdos de Nivel de Servicio (ANS) para el soporte y mantenimiento de los sistemas de información contratados con terceros;FALSE;99
503;Tiene documentado y aplica un procedimiento para el mantenimiento preventivo de los sistemas de información;FALSE;99
504;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;99
505;Ninguna de las anteriores;FALSE;99
506;Definió un proceso de construcción de software que incluya planeación, diseño, desarrollo, pruebas, puesta en producción y mantenimiento ;FALSE;100
507;Implementó un plan de aseguramiento de la calidad durante el ciclo de vida de los sistemas de información que incluya criterios funcionales y no funcionales;FALSE;100
508;Definió y aplicó una guía de estilo en el desarrollo de sus sistemas de información e incorpora especificaciones y lineamientos de usabilidad definidos por el MinTIC;FALSE;100
509;Tienen las funcionalidades de accesibilidad que indica la Política de gobierno Digital, en los sistemas de;FALSE;100
510;información de acuerdo con la caracterización de usuarios;FALSE;100
511;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;100
512;Ninguna de las anteriores;FALSE;100
513;No tiene conocimiento sobre los ciclos de vida de los sistemas de información;FALSE;100
514;Definió un proceso para atender los requerimientos de soporte de los servicios de TI;FALSE;101
515;Definió un esquema de soporte con niveles de atención (primer, segundo y tercer nivel) a través de un punto único de contacto y soportado por una herramienta tecnológica;FALSE;101
516;Implementó un plan de mantenimiento preventivo y evolutivo sobre los Servicios Tecnológicos;FALSE;101
517;Evaluó el cumplimiento de ANS para los servicios tecnológicos que presta la entidad;FALSE;101
518;Implementó un programa de correcta disposición final de los residuos tecnológicos de acuerdo con la normatividad del gobierno nacional;FALSE;101
519;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;101
520;Ninguna de las anteriores;FALSE;101
521;Posee un catálogo actualizado de la infraestructura tecnológica;FALSE;102
522;Documentó e implementó un plan de continuidad de los servicios tecnológicos mediante pruebas y verificaciones acordes a las necesidades de la organización;FALSE;102
523;Implementó mecanismos de disponibilidad de los servicios tecnológicos de tal forma que se asegure el;FALSE;102
524;cumplimiento de los ANS establecidos;FALSE;102
525;Realiza monitoreo del consumo de recursos asociados a los servicios tecnológicos;FALSE;102
526;Implementó controles de seguridad digital para los servicios tecnológicos;FALSE;102
527;Gestionó y documentó los riesgos asociados a su infraestructura tecnológica y servicios tecnológicos;FALSE;102
528;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;102
529;Ninguna de las anteriores;FALSE;102
530;Fase de planeación;FALSE;103
531;Fase de implementación;FALSE;103
532;Fase de pruebas de funcionalidad;FALSE;103
533;Ha adoptado en su totalidad IPV6 en la entidad;FALSE;103
534;No ha iniciado ninguna fase;FALSE;103
535;No tiene conocimiento sobre qué es IPV6;FALSE;103
536;Plan de diagnóstico (Fase planeación);FALSE;104
537;Plan detallado del proceso de transición (Fase planeación);FALSE;104
538;Plan de direccionamiento IPv6 (Fase planeación);FALSE;104
539;Plan de contingencias para IPv6 (Fase planeación);FALSE;104
540;Diseño detallado de la implementación de IPv6 (Fase implementación);FALSE;104
541;Informe de pruebas piloto realizadas (Fase implementación);FALSE;104
542;Informe de activación de políticas de seguridad en IPv6 (Fase implementación);FALSE;104
543;Documento de pruebas de funcionalidad en IPv6 (Pruebas de funcionalidad);FALSE;104
544;Acta de cumplimiento a satisfacción de la entidad sobre el funcionamiento de los elementos intervenidos en la fase de implementación (Pruebas de funcionalidad);FALSE;104
545;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;104
546;Ninguna de las anteriores;FALSE;104
547;Ejecutó una estrategia de uso y apropiación para todos los proyectos de TI que se realizan, teniendo en cuenta el planteamiento de estrategias de gestión del cambio;FALSE;105
548;Realizó la caracterización de los grupos de interés internos y externos;FALSE;105
549;Ejecutó un plan de formación para el desarrollo de competencias requeridas según las funciones y hacer un uso adecuado de los servicios de TI;FALSE;105
550;Realizó divulgación y comunicación interna de los proyectos de TI;FALSE;105
551;Realizó seguimiento a través de indicadores para la medición del impacto del uso y apropiación de TI en la entidad;FALSE;105
552;Ejecutó acciones de mejora o transformación a partir de los resultados obtenidos en el seguimiento y teniendo en cuenta la estrategia de gestión del cambio;FALSE;105
553;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;105
554;Ninguna de las anteriores;FALSE;105
555;Si, y cuenta con las evidencias:;FALSE;106
556;Lo está realizando, pero aún no está terminado;FALSE;106
557;No;FALSE;106
558;Sí, ya está adoptada y cuenta con las evidencias:;FALSE;107
559;No, pero está en proceso de adopción;FALSE;107
560;No;FALSE;107
561;Ya están apropiados y cuenta con las evidencias:;FALSE;108
562;Ya están definidos y cuenta con las evidencias:;FALSE;108
563;Están en proceso de definición;FALSE;108
564;No se han definido;FALSE;108
565;Los gestiona y cuenta con las evidencias:;FALSE;109
566;Aún no los gestiona, pero está en proceso de hacer dicha gestión;FALSE;109
567;No los gestiona;FALSE;109
568;Los gestiona y cuenta con un plan de tratamiento de riesgos;FALSE;110
569;Está en proceso de evaluación de los riesgos de seguridad;FALSE;110
570;No los gestiona;FALSE;110
571;Sí, ya lo implementó y cuenta con las evidencias:;FALSE;111
572;Está en proceso de implementarlo;FALSE;111
573;No;FALSE;111
574;Lo tiene y le realiza seguimiento;FALSE;112
575;Lo definió;FALSE;112
576;Está en proceso de construcción;FALSE;112
577;No lo tiene;FALSE;112
578;Si, y cuenta con las evidencias:;FALSE;113
579;Se encuentra en proceso de definición de los indicadores;FALSE;113
580;No;FALSE;113
581;Si, y cuenta con las evidencias:;FALSE;114
582;Está en proceso de construcción y cuenta con las evidencias;FALSE;114
583;No;FALSE;114
584;Si, y cuenta con las evidencias:;FALSE;115
585;No, pero planea realizarlas;FALSE;115
586;No y no se tiene planeado realizarlas;FALSE;115
587;Si, y cuenta con las evidencias:;FALSE;116
588;Está en proceso de construcción y cuenta con las evidencias;FALSE;116
589;No;FALSE;116
590;Si, y cuenta con las evidencias:;FALSE;117
591;No;FALSE;117
592;Si, y cuenta con las evidencias:;FALSE;118
593;No;FALSE;118
594;Participar en las jornadas de socialización y/o promoción del uso del modelo de gestión de riesgos de seguridad digital convocadas por MINTIC;FALSE;119
595;Participar en las jornadas de sensibilización y/o capacitaciones del uso seguro de entorno digital o relacionadas con seguridad digital (ciberseguridad y/o ciberdefensa);FALSE;119
596;Participar en los ejercicios de simulación nacional o internacional, para desarrollar habilidades y destrezas en materia de seguridad digital;FALSE;119
597;Establecer convenios y o acuerdos de intercambio de información para fomentar la investigación, la innovación y el desarrollo en temas relacionados con la defensa y seguridad nacional en el entorno digital;FALSE;119
598;Ninguna de las anteriores;FALSE;119
599;Coordinación Nacional de Seguridad Digital (Presidencia de la República);FALSE;120
600;Comité de Seguridad Digital;FALSE;120
601;CCP (Centro Cibernético Policial);FALSE;120
602;CCOC (Comando Conjunto Cibernético);FALSE;120
603;ColCERT;FALSE;120
604;Unidades cibernéticas de las Fuerzas Militares;FALSE;120
605;CSIRT de Gobierno;FALSE;120
606;Otros CSIRT;FALSE;120
607;Ninguna de las anteriores;FALSE;120
608;Política de seguridad digital CONPES 3854 de 2016;FALSE;121
609;Guía para la Administración de los Riesgos de Gestión, Corrupción y Seguridad Digital y el Diseño de Controles en Entidades Públicas;FALSE;121
610;Manual Carpeta Ciudadana;FALSE;121
611;Manual Autenticación Electrónica;FALSE;121
612;Manual Interoperabilidad;FALSE;121
613;Guía para la identificación de infraestructura critica cibernética;FALSE;121
614;Plan Nacional de protección de la infraestructura crítica cibernética;FALSE;121
615;Estudios relacionados con Seguridad Digital (por ejemplo Estudio sobre el Impacto Económico de los Incidentes, Amenazas y Ataques Cibernéticos(Encuesta OEA);FALSE;121
616;Modelo seguridad y privacidad de la Información (MSPI MinTIC);FALSE;121
617;Ninguna de las anteriores;FALSE;121
618;En TIC confío;FALSE;122
619;Soy ciberseguro;FALSE;122
620;Bajemos el tono;FALSE;122
621;Hacker Girls;FALSE;122
622;Otro. ¿Cuál?;FALSE;122
623;Ninguna de las anteriores;FALSE;122
624;Gobierno Electrónico;FALSE;123
625;Posgrado en gestión TI y seguridad de la información;FALSE;123
626;Capacitación gestión TI y seguridad de la información;FALSE;123
627;Fondo para el fortalecimiento de las TI en el estado- Maestría en Ciberseguridad y Ciberdefensa de la Escuela Superior de Guerra – ESDEGUE;FALSE;123
628;Convocatoria de Competencias Gerenciales;FALSE;123
629;Encuentros de Gestores de Incidentes Cibernéticos convocados por el CSIRT Gobierno MINTIC;FALSE;123
630;Desarrollo del Talento TI -Talento Digital;FALSE;123
631;Ninguna de las anteriores;FALSE;123
632;Si, y cuenta con las evidencias:;FALSE;124
633;No;FALSE;124
634;Si, y cuenta con las evidencias:;FALSE;125
635;No;FALSE;125
636;Registrarse en el CSIRT Gobierno y/o ColCERT;FALSE;126
637;Adoptar e implementar la guía para la identificación de infraestructura critica cibernética;FALSE;126
638;Realizar la identificación anual de la infraestructura critica cibernética e Informar al CCOC;FALSE;126
639;Participar en la construcción de los planes sectoriales de protección de la infraestructura crítica cibernética Participar en las mesas de construcción y sensibilización del Modelo Nacional de Gestión de Riesgos de Seguridad Digital;FALSE;126
640;Adoptar e implementar la Guía para la Administración de los Riesgos de Gestión, Corrupción y Seguridad Digital y el Diseño de Controles en Entidades Públicas;FALSE;126
641;Ninguna de las anteriores;FALSE;126
642;Si, y cuenta con las evidencias:;FALSE;127
643;No;FALSE;127
644;Si;FALSE;128
645;No;FALSE;128
646;Si, y cuenta con las evidencias:;FALSE;129
647;Parcialmente, y cuenta con las evidencias:;FALSE;129
648;No;FALSE;129
649;Si, y cuenta con las evidencias:;FALSE;130
650;No;FALSE;130
651;Si, y cuenta con las evidencias:;FALSE;131
652;Parcialmente, y cuenta con las evidencias:;FALSE;131
653;No;FALSE;131
654;Si, y cuenta con las evidencias:;FALSE;132
655;No;FALSE;132
656;No tiene casos objeto de mediación;FALSE;132
657;Si;FALSE;133
658;No;FALSE;133
659;Si, y cuenta con las evidencias:;FALSE;134
660;Parcialmente, y cuenta con las evidencias:;FALSE;134
661;No;FALSE;134
662;Si, y cuenta con las evidencias:;FALSE;135
663;No;FALSE;135
664;Las causas generadoras de los conflictos;FALSE;136
665;El índice de condenas;FALSE;136
666;Los tipos de daño por los cuales resulta demandada o condenada la entidad;FALSE;136
667;Las deficiencias en las actuaciones administrativas de las entidades;FALSE;136
668;Las deficiencias de las actuaciones procesales por parte de los apoderados de la entidad;FALSE;136
669;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;136
670;Ninguna de las anteriores;FALSE;136
671;No aplica porque no han tenido ni tienen procesos en contra;FALSE;136
672;Si;FALSE;137
673;No;FALSE;137
674;Si, y cuenta con las evidencias:;FALSE;138
675;No;FALSE;138
676;Si, y cuenta con las evidencias:;FALSE;139
677;Parcialmente, y cuenta con las evidencias:;FALSE;139
678;No;FALSE;139
679;Conciliaciones:;FALSE;140
680;Sentencias:;FALSE;140
681;Laudos:;FALSE;140
682;No realizó ningún pago;FALSE;140
683;Capital de conciliaciones:;FALSE;141
684;Intereses de conciliaciones:;FALSE;141
685;Capital de sentencias:;FALSE;141
686;Intereses de sentencias:;FALSE;141
687;Capital de laudos:;FALSE;141
688;Intereses de laudos:;FALSE;141
689;Capital de conciliaciones:;FALSE;142
690;Intereses de conciliaciones:;FALSE;142
691;Capital de sentencias:;FALSE;142
692;Intereses de sentencias:;FALSE;142
693;Capital de laudos:;FALSE;142
694;Intereses de laudos:;FALSE;142
695;Si, y cuenta con las evidencias:;FALSE;143
696;Parcialmente, y cuenta con las evidencias:;FALSE;143
697;No;FALSE;143
698;Conciliaciones:;FALSE;144
699;Sentencias:;FALSE;144
700;Laudos:;FALSE;144
701;Si, y cuenta con las evidencias:;FALSE;145
702;Parcialmente, y cuenta con las evidencias:;FALSE;145
703;No;FALSE;145
704;Si, y cuenta con las evidencias:;FALSE;146
705;No;FALSE;146
706;Si, y cuenta con las evidencias:;FALSE;147
707;Parcialmente, y cuenta con las evidencias:;FALSE;147
708;No;FALSE;147
709;No ha sido necesario adelantar acciones de repetición por ausencia de sentencias condenatorias;FALSE;147
710;Si, y cuenta con las evidencias:;FALSE;148
711;Parcialmente, y cuenta con las evidencias:;FALSE;148
712;No;FALSE;148
713;Si, y cuenta con las evidencias:;FALSE;149
714;Parcialmente, y cuenta con las evidencias:;FALSE;149
715;No;FALSE;149
716;Si, y cuenta con las evidencias:;FALSE;150
717;No;FALSE;150
718;Mapa de riesgos de corrupción y las medidas para mitigarlos;FALSE;151
719;Estrategia anti-trámites;FALSE;151
720;Rendición de cuentas;FALSE;151
721;Participación ciudadana;FALSE;151
722;Servicio al ciudadano;FALSE;151
723;Transparencia y acceso a la Información;FALSE;151
724;Otro. ¿Cuál?;FALSE;151
725;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;151
726;No hace seguimiento al Plan Anticorrupción y de Atención al Ciudadano;FALSE;151
727;Si. Especifique cuáles;FALSE;152
728;No;FALSE;152
729;Servidores públicos;FALSE;153
730;Contratistas de la entidad;FALSE;153
731;Veedores;FALSE;153
732;Ciudadanos;FALSE;153
733;Academia;FALSE;153
734;Gremios;FALSE;153
735;Órganos de control;FALSE;153
736;Organizaciones no gubernamentales;FALSE;153
737;Otro. ¿Cuál?;FALSE;153
738;Sitio web;FALSE;154
739;Intranet;FALSE;154
740;Televisores y pantallas;FALSE;154
741;Carteleras;FALSE;154
742;Megáfono;FALSE;154
743;Otro. ¿Cuál?;FALSE;154
744;Ninguno de los anteriores;FALSE;154
745;Si, y cuenta con las evidencias:;FALSE;155
746;No;FALSE;155
747;Contratación;FALSE;157
748;Talento humano;FALSE;157
749;Archivo;FALSE;157
750;Financieros;FALSE;157
751;Jurídicos;FALSE;157
752;Sistemas de información;FALSE;157
753;Misionales;FALSE;157
754;Evaluación;FALSE;157
755;Estratégicos;FALSE;157
756;Otro. ¿Cuál?;FALSE;157
757;Ninguno de los anteriores;FALSE;157
758;Fiscalía;FALSE;159
759;Contraloría;FALSE;159
760;Procuraduría;FALSE;159
761;Control Interno Disciplinario;FALSE;159
762;Otra autoridad;FALSE;159
763;Ninguna de las anteriores;FALSE;159
764;No se han materializado riesgos;FALSE;159
765;Responsable del control;FALSE;160
766;Propósito del control;FALSE;160
767;Frecuencia del control;FALSE;160
768;Descripción detallada de la operación del control;FALSE;160
769;Manejo de las desviaciones del control;FALSE;160
770;Evidencia del control;FALSE;160
771;Nombre del control;FALSE;160
772;No se han definido controles;FALSE;160
773;Si, y cuenta con las evidencias:;FALSE;161
774;No;FALSE;161
775;Sí. Indique el monto:;FALSE;162
776;Sí se afectó el patrimonio, pero no se cuenta con la información del monto afectado;FALSE;162
777;No;FALSE;162
778;Mecanismos para interponer PQRSD;FALSE;163
779;Localización física, sucursales o regionales, horarios y días de atención al público;FALSE;163
780;Funciones y deberes de la entidad;FALSE;163
781;Organigrama de la entidad;FALSE;163
782;Directorio de información de servidores públicos, empleados y contratistas o enlace al SIGEP;FALSE;163
783;Normatividad general y reglamentaria;FALSE;163
784;Presupuesto vigente asignado;FALSE;163
785;Ejecución presupuestal histórica anual;FALSE;163
786;Plan Estratégico Institucional y Plan de Acción anual;FALSE;163
787;Políticas y lineamientos o manuales;FALSE;163
788;Planes estratégicos, sectoriales e institucionales según sea el caso;FALSE;163
789;El Plan anticorrupción y de atención al ciudadano;FALSE;163
790;Plan de gasto público;FALSE;163
791;Proyectos de inversión en ejecución;FALSE;163
792;Mecanismos para la participación de los ciudadanos, grupos de valor o grupos de interés en la formulación de políticas;FALSE;163
793;Informes de gestión, evaluación y auditoría;FALSE;163
794;Entes de control que vigilan la entidad;FALSE;163
795;Planes de mejoramiento (de organismos de control, internos y derivados de ejercicios de rendición de cuentas);FALSE;163
796;Publicación de la información contractual (o enlace SECOP);FALSE;163
797;Plan Anual de Adquisiciones (PAA);FALSE;163
798;Oferta de la entidad (Programas, servicios);FALSE;163
799;La totalidad de los trámites que ofrece al ciudadano;FALSE;163
800;Registro de Activos de Información;FALSE;163
801;Índice de Información Clasificada y Reservada;FALSE;163
802;Esquema de publicación de información;FALSE;163
803;Programa de Gestión Documental;FALSE;163
804;Tablas de Retención Documental;FALSE;163
805;Políticas de seguridad de la información del sitio web y protección de datos personales;FALSE;163
806;Información sobre los grupos étnicos en el territorio;FALSE;163
807;Respuestas de la entidad a las solicitudes de información;FALSE;163
808;Directorio de agremiaciones, asociaciones, entidades del sector, grupos étnicos y otros grupos de interés;FALSE;163
809;Calendario de actividades;FALSE;163
810;Informes de rendición de cuentas;FALSE;163
811;Ofertas de empleo;FALSE;163
812;Informes de empalme;FALSE;163
813;Preguntas y respuestas frecuentes;FALSE;163
814;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;163
815;No hay una sección de Transparencia y acceso a la información en la página web de la entidad;FALSE;163
816;Está implementada y adoptada en todas las dependencias de la entidad;FALSE;164
817;Está alineada con el plan sectorial;FALSE;164
818;Cuenta con mecanismos de seguimiento y evaluación;FALSE;164
819;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;164
820;Ninguna de las anteriores;FALSE;164
821;Existe y está constituida formalmente mediante acto administrativo;FALSE;165
822;Se encarga de consolidar estadísticas del servicio de la entidad;FALSE;165
823;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;165
824;No está constituida formalmente;FALSE;165
825;Presenciales:;FALSE;167
826;Electrónicos:;FALSE;167
827;Presenciales:;FALSE;168
828;Electrónicos:;FALSE;168
829;Si, y cuenta con las evidencias:;FALSE;169
830;No;FALSE;169
831;Punto u oficina física con servidores públicos permanentes (desconcentración de funciones);FALSE;170
832;Modelos itinerantes como las ferias y unidades móviles;FALSE;170
833;Enlaces territoriales sin punto de atención;FALSE;170
834;Atención a través de otra entidad;FALSE;170
835;Módulos de gestión virtual;FALSE;170
836;Otra. ¿Cuál?;FALSE;170
837;Ninguna de las anteriores;FALSE;170
838;No se gestionan trámites ni servicios en territorio, por parte de los ciudadanos;FALSE;170
839;Protocolos para la atención al ciudadano en todos los canales;FALSE;171
840;Procesos y procedimientos para la atención al ciudadano en todos los canales;FALSE;171
841;Estrategias para resolver PQRSD según su nivel de complejidad;FALSE;171
842;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;171
843;Ninguna de las anteriores;FALSE;171
844;Indicadores que midan la satisfacción ciudadana;FALSE;172
845;Indicadores que midan las características y preferencias de los ciudadanos;FALSE;172
846;Indicadores que midan el tiempo de espera;FALSE;172
847;Indicadores que midan el tiempo de atención;FALSE;172
848;Indicadores que midan el uso de canales;FALSE;172
849;Otra. ¿Cuál?;FALSE;172
850;Ninguno de los anteriores;FALSE;172
851;Personal que acredite las competencias establecidas en el Decreto 815 de 2018, relacionadas con la orientación al usuario y al ciudadano y en la Resolución 667 de 2018 (catálogo de competencias);FALSE;173
852;Incentivos especiales para el personal de servicio al ciudadano, de acuerdo con lo previsto en el marco normativo vigente (Decreto 1567 de 1998, Ley 909 de 2004, Decreto 894 de 2017 y los que reglamentan sistemas propios de carrera administrativa);FALSE;173
853;Formación específica en temas de servicio al ciudadano;FALSE;173
854;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;173
855;Ninguno de los anteriores;FALSE;173
856;Presencial;FALSE;174
857;Telefónico;FALSE;174
858;Virtual;FALSE;174
859;Itinerante;FALSE;174
860;Página web;FALSE;175
861;Redes sociales;FALSE;175
862;Aplicaciones móviles;FALSE;175
863;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;175
864;Ninguno;FALSE;175
865;Si, y cuenta con las evidencias:;FALSE;176
866;No;FALSE;176
867;Implementa procedimientos claros y precisos para la gestión de las PQRSD recibidas;FALSE;177
868;Cuenta en su página Web con un formulario para la recepción de PQRSD;FALSE;177
869;Ofrece la posibilidad de realizar PQRSD a través de dispositivos móviles;FALSE;177
870;Centraliza todas las PQRSD que ingresan por los diversos medios o canales;FALSE;177
871;Garantiza la asignación de un único número de radicado para las PQRSD presentadas por los ciudadanos;FALSE;177
872;Cuenta con un aplicativo que permita al ciudadano hacer seguimiento al estado de sus PQRSD de forma fácil y oportuna;FALSE;177
873;Cuenta con otros mecanismos que permitan al ciudadano hacer seguimiento al estado de sus PQRSD de forma fácil y oportuna;FALSE;177
874;Cuenta con mecanismos para facilitar al ciudadano el reporte de posibles conflictos de interés;FALSE;177
875;Cuenta con un reglamento interno de recibo y respuesta de peticiones;FALSE;177
876;Elabora informes;FALSE;177
877;Utiliza los informes de PQRSD para evaluar y mejorar el servicio al ciudadano;FALSE;177
878;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;177
879;Ninguna de las anteriores;FALSE;177
880;Si, y cuenta con las evidencias;FALSE;178
881;No;FALSE;178
882;Si, y cuenta con las evidencias:;FALSE;179
883;No;FALSE;179
884;Si, y cuenta con las evidencias;FALSE;180
885;No;FALSE;180
886;Si, y cuenta con las evidencias;FALSE;181
887;No;FALSE;181
888;Personas en condición de discapacidad visual;FALSE;182
889;Personas en condición de discapacidad auditiva;FALSE;182
890;Personas en condición de discapacidad física o con movilidad reducida;FALSE;182
891;Personas en condición de discapacidad psicosocial;FALSE;182
892;Personas en condición de discapacidad intelectual;FALSE;182
893;Menores de edad y niños;FALSE;182
894;Adultos mayores;FALSE;182
895;Mujeres en estado de embarazo o de niños en brazos;FALSE;182
896;Personas desplazadas o en situación de extrema vulnerabilidad;FALSE;182
897;Ingrese la URL, documento o evidencia de las respuestas seleccionadas:;FALSE;182
898;Ninguno de los grupos de valor anteriormente mencionados, pero sí en temas de servicio al ciudadano;FALSE;182
899;Presencial;FALSE;183
900;Telefónico;FALSE;183
901;Virtual;FALSE;183
902;Ninguno;FALSE;183
903;Mecanismos adecuados para el acceso como rampas y ascensores;FALSE;184
904;Controles de acceso de personas con un ancho de paso igual o mayor a 80 cm;FALSE;184
905;Un acceso con espacio libre de maniobra antes y después de la puerta de al menos 1,50 metros;FALSE;184
906;Un recorrido peatonal libre de obstáculos que impidan el acceso a personas con diferentes discapacidades (Ej.: andenes, postes, avisos, plantas, etc.);FALSE;184
907;Señalización inclusiva (Ejemplo: alto relieve, braille, pictogramas, lengua de señas, otras lenguas, entre otros.);FALSE;184
908;Espacios de libre paso entre objetos o muebles con un mínimo de 80 cm de ancho para el tránsito de personas con discapacidad física o con movilidad reducida (ej.: silla de ruedas);FALSE;184
909;En los baños públicos cuenta con baterías sanitarias-baños acondicionados para personas en condición de discapacidad;FALSE;184
910;Paraderos o estacionamientos para personas con discapacidad);FALSE;184
911;Ninguna de las anteriores;FALSE;184
912;Señalización en alto relieve;FALSE;185
913;Señalización en braille;FALSE;185
914;Señalización con imágenes en lengua de señas;FALSE;185
915;Pictogramas;FALSE;185
916;Señalización en otras lenguas o idiomas;FALSE;185
917;Sistemas de orientación espacial (Wayfinding);FALSE;185
918;Ninguna de las anteriores;FALSE;185
919;Realizar ajustes razonables en infraestructura física para facilitar el acceso de personas con discapacidad;FALSE;186
920;Tecnología que permita y facilite la comunicación de personas con discapacidad visual;FALSE;186
921;Tecnología que permita y facilite la comunicación de personas con discapacidad auditiva;FALSE;186
922;Contratación de talento humano que atienda las necesidades de los grupos de valor (ej.: traductores que hable otras lenguas o idiomas);FALSE;186
923;Otra. ¿Cuál?;FALSE;186
924;Ninguna de las anteriores;FALSE;186
925;Tiene operadores capacitados en servicio y lenguaje claro;FALSE;187
926;Tiene capacidad de grabar llamadas de etnias y otros grupos de valor que hablen en otras lenguas o idiomas diferentes al castellano para su posterior traducción;FALSE;187
927;Tiene operadores que pueden brindar atención a personas que hablen otras lenguas o idiomas (Ej.: etnias) ;FALSE;187
928;Cuenta con un menú interactivo con opciones para la atención de personas con discapacidad;FALSE;187
929;Cuenta con operadores que conocen y hacen uso de herramientas como el Centro de Relevo o Sistema de Interpretación-SIEL en línea para la atención de personas con discapacidad auditiva;FALSE;187
930;Ninguna de las anteriores;FALSE;187
931;Discapacidad visual;FALSE;188
932;Discapacidad auditiva;FALSE;188
933;Discapacidad física;FALSE;188
934;Discapacidad psicosocial (mental) o intelectual (cognitiva);FALSE;188
935;Grupos étnicos;FALSE;188
936;Ninguna de las anteriores;FALSE;188
937;No considera necesario la asesoría;FALSE;188
938;La norma técnica colombiana NTC 6047 (Infraestructura);FALSE;189
939;La norma técnica colombiana NTC 5854 (accesibilidad web) y los lineamientos de Gobierno en Línea;FALSE;189
940;Ninguna de las anteriores;FALSE;189
941;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas en condición de discapacidad física;FALSE;190
942;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas con discapacidad visual;FALSE;190
943;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas con discapacidad auditiva;FALSE;190
944;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas con discapacidad intelectual (cognitiva);FALSE;190
945;Políticas, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas con discapacidad psicosocial (mental);FALSE;190
946;Políticas, lineamientos planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de los adultos mayores;FALSE;190
947;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de los niños;FALSE;190
948;Políticas, lineamientos, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las mujeres embarazadas;FALSE;190
949;Políticas, planes, programas y/o proyectos que garanticen el ejercicio total y efectivo de los derechos de las personas que hablen otras lenguas o dialectos en Colombia (indígena, afro y rom);FALSE;190
950;Ninguna de las anteriores;FALSE;190
951;Caracterizaciones de los documentos;FALSE;191
952;Encuestas de percepción ciudadana;FALSE;191
953;Otra. ¿Cuál?;FALSE;191
954;Ninguna de las anteriores;FALSE;191
955;Guía de Lenguaje Claro para servidores públicos del DNP;FALSE;192
956;10 pasos para comunicarse en Lenguaje Claro del DNP;FALSE;192
957;Curso virtual de Lenguaje Claro del DNP;FALSE;192
958;Otra. ¿Cuál?;FALSE;192
959;Ninguna;FALSE;192
960;Curso virtual de Lenguaje Claro del DNP:;FALSE;193
961;Otro:;FALSE;193
962;Oficinas de atención al ciudadano;FALSE;194
963;Todas las dependencias o sedes de la entidad;FALSE;194
964;Ninguno;FALSE;194
965;Guías:;FALSE;195
966;Formatos:;FALSE;195
967;Piezas informativas:;FALSE;195
968;Manuales:;FALSE;195
969;Normas:;FALSE;195
970;Respuestas a PQRSD:;FALSE;195
971;Otros:;FALSE;195
